Train Number,Train Name,Source,Destination,Departure,Arrival,Journey Time (mins),Distance (km),Line/Route,Division,Direction
31126,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,07:01,08:33,92,60,South Line,Sealdah,DOWN
31128,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,07:19,08:55,96,60,South Line,Sealdah,DOWN
31130,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,07:39,09:18,99,60,South Line,Sealdah,DOWN
31132,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,07:57,09:31,94,60,South Line,Sealdah,DOWN
31134,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,08:19,09:58,99,60,South Line,Sealdah,DOWN
31136,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,08:39,10:11,92,60,South Line,Sealdah,DOWN
31138,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,09:01,10:35,94,60,South Line,Sealdah,DOWN
31140,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,09:22,10:58,96,60,South Line,Sealdah,DOWN
31142,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,09:43,11:16,93,60,South Line,Sealdah,DOWN
31144,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,10:04,11:35,91,60,South Line,Sealdah,DOWN
31146,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,10:26,11:59,93,60,South Line,Sealdah,DOWN
31148,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,10:44,12:22,98,60,South Line,Sealdah,DOWN
31150,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,11:06,12:39,93,60,South Line,Sealdah,DOWN
31152,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,11:27,13:05,98,60,South Line,Sealdah,DOWN
31154,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,11:45,13:19,94,60,South Line,Sealdah,DOWN
31156,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,12:05,13:40,95,60,South Line,Sealdah,DOWN
31158,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,12:25,14:04,99,60,South Line,Sealdah,DOWN
31160,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,12:43,14:22,99,60,South Line,Sealdah,DOWN
31162,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,13:02,14:39,97,60,South Line,Sealdah,DOWN
31164,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,13:23,14:55,92,60,South Line,Sealdah,DOWN
31166,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,13:42,15:20,98,60,South Line,Sealdah,DOWN
31168,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,14:03,15:41,98,60,South Line,Sealdah,DOWN
31170,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,14:25,16:03,98,60,South Line,Sealdah,DOWN
31172,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,14:43,16:19,96,60,South Line,Sealdah,DOWN
31174,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,15:04,16:42,98,60,South Line,Sealdah,DOWN
31176,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,15:22,16:54,92,60,South Line,Sealdah,DOWN
31178,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,15:40,17:17,97,60,South Line,Sealdah,DOWN
31180,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,16:01,17:40,99,60,South Line,Sealdah,DOWN
31182,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,16:19,17:50,91,60,South Line,Sealdah,DOWN
31184,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,16:41,18:16,95,60,South Line,Sealdah,DOWN
31186,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,16:59,18:38,99,60,South Line,Sealdah,DOWN
31188,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,17:21,18:59,98,60,South Line,Sealdah,DOWN
31190,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,17:40,19:16,96,60,South Line,Sealdah,DOWN
31192,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,18:00,19:34,94,60,South Line,Sealdah,DOWN
31194,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,18:18,19:54,96,60,South Line,Sealdah,DOWN
31196,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,18:39,20:17,98,60,South Line,Sealdah,DOWN
31198,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,19:01,20:39,98,60,South Line,Sealdah,DOWN
31200,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,19:21,20:53,92,60,South Line,Sealdah,DOWN
31202,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,19:39,21:10,91,60,South Line,Sealdah,DOWN
31204,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,19:58,21:34,96,60,South Line,Sealdah,DOWN
31206,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,20:18,21:57,99,60,South Line,Sealdah,DOWN
31208,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,20:38,22:14,96,60,South Line,Sealdah,DOWN
31210,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,21:00,22:31,91,60,South Line,Sealdah,DOWN
31212,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,21:18,22:56,98,60,South Line,Sealdah,DOWN
31214,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,21:37,23:14,97,60,South Line,Sealdah,DOWN
31216,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,21:56,23:31,95,60,South Line,Sealdah,DOWN
31218,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,22:14,23:48,94,60,South Line,Sealdah,DOWN
31220,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,22:36,00:08,92,60,South Line,Sealdah,DOWN
31222,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,22:55,00:29,94,60,South Line,Sealdah,DOWN
31224,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,23:16,00:50,94,60,South Line,Sealdah,DOWN
31226,Diamond Harbour - Sealdah Local,Diamond Harbour,Sealdah,23:37,01:09,92,60,South Line,Sealdah,DOWN
31102,Gede - Sealdah Local,Gede,Sealdah,03:00,05:46,166,117,Main Line,Sealdah,DOWN
31104,Gede - Sealdah Local,Gede,Sealdah,03:34,06:18,164,117,Main Line,Sealdah,DOWN
31106,Gede - Sealdah Local,Gede,Sealdah,04:10,06:53,163,117,Main Line,Sealdah,DOWN
31108,Gede - Sealdah Local,Gede,Sealdah,04:44,07:26,162,117,Main Line,Sealdah,DOWN
31110,Gede - Sealdah Local,Gede,Sealdah,05:18,08:00,162,117,Main Line,Sealdah,DOWN
31112,Gede - Sealdah Local,Gede,Sealdah,05:53,08:42,169,117,Main Line,Sealdah,DOWN
31114,Gede - Sealdah Local,Gede,Sealdah,06:30,09:11,161,117,Main Line,Sealdah,DOWN
31116,Gede - Sealdah Local,Gede,Sealdah,07:07,09:50,163,117,Main Line,Sealdah,DOWN
31118,Gede - Sealdah Local,Gede,Sealdah,07:42,10:29,167,117,Main Line,Sealdah,DOWN
31120,Gede - Sealdah Local,Gede,Sealdah,08:19,11:02,163,117,Main Line,Sealdah,DOWN
31122,Gede - Sealdah Local,Gede,Sealdah,08:53,11:36,163,117,Main Line,Sealdah,DOWN
31124,Gede - Sealdah Local,Gede,Sealdah,09:27,12:08,161,117,Main Line,Sealdah,DOWN
31126,Gede - Sealdah Local,Gede,Sealdah,10:03,12:49,166,117,Main Line,Sealdah,DOWN
31128,Gede - Sealdah Local,Gede,Sealdah,10:39,13:27,168,117,Main Line,Sealdah,DOWN
31130,Gede - Sealdah Local,Gede,Sealdah,11:13,13:58,165,117,Main Line,Sealdah,DOWN
31132,Gede - Sealdah Local,Gede,Sealdah,11:50,14:34,164,117,Main Line,Sealdah,DOWN
31134,Gede - Sealdah Local,Gede,Sealdah,12:26,15:10,164,117,Main Line,Sealdah,DOWN
31136,Gede - Sealdah Local,Gede,Sealdah,13:03,15:51,168,117,Main Line,Sealdah,DOWN
31138,Gede - Sealdah Local,Gede,Sealdah,13:38,16:24,166,117,Main Line,Sealdah,DOWN
31140,Gede - Sealdah Local,Gede,Sealdah,14:12,17:00,168,117,Main Line,Sealdah,DOWN
31142,Gede - Sealdah Local,Gede,Sealdah,14:49,17:34,165,117,Main Line,Sealdah,DOWN
31144,Gede - Sealdah Local,Gede,Sealdah,15:25,18:14,169,117,Main Line,Sealdah,DOWN
31146,Gede - Sealdah Local,Gede,Sealdah,16:01,18:48,167,117,Main Line,Sealdah,DOWN
31148,Gede - Sealdah Local,Gede,Sealdah,16:38,19:22,164,117,Main Line,Sealdah,DOWN
31150,Gede - Sealdah Local,Gede,Sealdah,17:12,19:55,163,117,Main Line,Sealdah,DOWN
31152,Gede - Sealdah Local,Gede,Sealdah,17:49,20:30,161,117,Main Line,Sealdah,DOWN
31154,Gede - Sealdah Local,Gede,Sealdah,18:24,21:10,166,117,Main Line,Sealdah,DOWN
31156,Gede - Sealdah Local,Gede,Sealdah,19:00,21:42,162,117,Main Line,Sealdah,DOWN
31158,Gede - Sealdah Local,Gede,Sealdah,19:37,22:19,162,117,Main Line,Sealdah,DOWN
31160,Gede - Sealdah Local,Gede,Sealdah,20:14,22:56,162,117,Main Line,Sealdah,DOWN
31162,Gede - Sealdah Local,Gede,Sealdah,20:49,23:34,165,117,Main Line,Sealdah,DOWN
31164,Gede - Sealdah Local,Gede,Sealdah,21:23,00:12,169,117,Main Line,Sealdah,DOWN
31166,Gede - Sealdah Local,Gede,Sealdah,21:59,00:46,167,117,Main Line,Sealdah,DOWN
31168,Gede - Sealdah Local,Gede,Sealdah,22:33,01:17,164,117,Main Line,Sealdah,DOWN
31170,Gede - Sealdah Local,Gede,Sealdah,23:06,01:52,166,117,Main Line,Sealdah,DOWN
31172,Gede - Sealdah Local,Gede,Sealdah,23:42,02:29,167,117,Main Line,Sealdah,DOWN
31102,Hasnabad - Sealdah Local,Hasnabad,Sealdah,03:00,05:11,131,75,Bangaon Line,Sealdah,DOWN
31104,Hasnabad - Sealdah Local,Hasnabad,Sealdah,03:26,05:34,128,75,Bangaon Line,Sealdah,DOWN
31106,Hasnabad - Sealdah Local,Hasnabad,Sealdah,03:52,06:01,129,75,Bangaon Line,Sealdah,DOWN
31108,Hasnabad - Sealdah Local,Hasnabad,Sealdah,04:18,06:32,134,75,Bangaon Line,Sealdah,DOWN
31110,Hasnabad - Sealdah Local,Hasnabad,Sealdah,04:44,06:57,133,75,Bangaon Line,Sealdah,DOWN
31112,Hasnabad - Sealdah Local,Hasnabad,Sealdah,05:11,07:19,128,75,Bangaon Line,Sealdah,DOWN
31114,Hasnabad - Sealdah Local,Hasnabad,Sealdah,05:34,07:43,129,75,Bangaon Line,Sealdah,DOWN
31116,Hasnabad - Sealdah Local,Hasnabad,Sealdah,06:01,08:12,131,75,Bangaon Line,Sealdah,DOWN
31118,Hasnabad - Sealdah Local,Hasnabad,Sealdah,06:28,08:42,134,75,Bangaon Line,Sealdah,DOWN
31120,Hasnabad - Sealdah Local,Hasnabad,Sealdah,06:54,09:05,131,75,Bangaon Line,Sealdah,DOWN
31122,Hasnabad - Sealdah Local,Hasnabad,Sealdah,07:20,09:33,133,75,Bangaon Line,Sealdah,DOWN
31124,Hasnabad - Sealdah Local,Hasnabad,Sealdah,07:44,09:55,131,75,Bangaon Line,Sealdah,DOWN
31126,Hasnabad - Sealdah Local,Hasnabad,Sealdah,08:11,10:22,131,75,Bangaon Line,Sealdah,DOWN
31128,Hasnabad - Sealdah Local,Hasnabad,Sealdah,08:38,10:51,133,75,Bangaon Line,Sealdah,DOWN
31130,Hasnabad - Sealdah Local,Hasnabad,Sealdah,09:03,11:12,129,75,Bangaon Line,Sealdah,DOWN
31132,Hasnabad - Sealdah Local,Hasnabad,Sealdah,09:27,11:41,134,75,Bangaon Line,Sealdah,DOWN
31134,Hasnabad - Sealdah Local,Hasnabad,Sealdah,09:52,12:01,129,75,Bangaon Line,Sealdah,DOWN
31136,Hasnabad - Sealdah Local,Hasnabad,Sealdah,10:17,12:27,130,75,Bangaon Line,Sealdah,DOWN
31138,Hasnabad - Sealdah Local,Hasnabad,Sealdah,10:42,12:55,133,75,Bangaon Line,Sealdah,DOWN
31140,Hasnabad - Sealdah Local,Hasnabad,Sealdah,11:06,13:19,133,75,Bangaon Line,Sealdah,DOWN
31142,Hasnabad - Sealdah Local,Hasnabad,Sealdah,11:31,13:45,134,75,Bangaon Line,Sealdah,DOWN
31144,Hasnabad - Sealdah Local,Hasnabad,Sealdah,11:56,14:06,130,75,Bangaon Line,Sealdah,DOWN
31146,Hasnabad - Sealdah Local,Hasnabad,Sealdah,12:21,14:35,134,75,Bangaon Line,Sealdah,DOWN
31148,Hasnabad - Sealdah Local,Hasnabad,Sealdah,12:44,14:56,132,75,Bangaon Line,Sealdah,DOWN
31150,Hasnabad - Sealdah Local,Hasnabad,Sealdah,13:10,15:18,128,75,Bangaon Line,Sealdah,DOWN
31152,Hasnabad - Sealdah Local,Hasnabad,Sealdah,13:35,15:41,126,75,Bangaon Line,Sealdah,DOWN
31154,Hasnabad - Sealdah Local,Hasnabad,Sealdah,14:00,16:07,127,75,Bangaon Line,Sealdah,DOWN
31156,Hasnabad - Sealdah Local,Hasnabad,Sealdah,14:25,16:38,133,75,Bangaon Line,Sealdah,DOWN
31158,Hasnabad - Sealdah Local,Hasnabad,Sealdah,14:50,17:03,133,75,Bangaon Line,Sealdah,DOWN
31160,Hasnabad - Sealdah Local,Hasnabad,Sealdah,15:15,17:24,129,75,Bangaon Line,Sealdah,DOWN
31162,Hasnabad - Sealdah Local,Hasnabad,Sealdah,15:39,17:49,130,75,Bangaon Line,Sealdah,DOWN
31164,Hasnabad - Sealdah Local,Hasnabad,Sealdah,16:06,18:16,130,75,Bangaon Line,Sealdah,DOWN
31166,Hasnabad - Sealdah Local,Hasnabad,Sealdah,16:33,18:40,127,75,Bangaon Line,Sealdah,DOWN
31168,Hasnabad - Sealdah Local,Hasnabad,Sealdah,16:57,19:06,129,75,Bangaon Line,Sealdah,DOWN
31170,Hasnabad - Sealdah Local,Hasnabad,Sealdah,17:24,19:30,126,75,Bangaon Line,Sealdah,DOWN
31172,Hasnabad - Sealdah Local,Hasnabad,Sealdah,17:48,19:57,129,75,Bangaon Line,Sealdah,DOWN
31174,Hasnabad - Sealdah Local,Hasnabad,Sealdah,18:15,20:21,126,75,Bangaon Line,Sealdah,DOWN
31176,Hasnabad - Sealdah Local,Hasnabad,Sealdah,18:39,20:51,132,75,Bangaon Line,Sealdah,DOWN
31178,Hasnabad - Sealdah Local,Hasnabad,Sealdah,19:02,21:15,133,75,Bangaon Line,Sealdah,DOWN
31180,Hasnabad - Sealdah Local,Hasnabad,Sealdah,19:27,21:35,128,75,Bangaon Line,Sealdah,DOWN
31182,Hasnabad - Sealdah Local,Hasnabad,Sealdah,19:50,22:04,134,75,Bangaon Line,Sealdah,DOWN
31184,Hasnabad - Sealdah Local,Hasnabad,Sealdah,20:13,22:25,132,75,Bangaon Line,Sealdah,DOWN
31186,Hasnabad - Sealdah Local,Hasnabad,Sealdah,20:37,22:50,133,75,Bangaon Line,Sealdah,DOWN
31188,Hasnabad - Sealdah Local,Hasnabad,Sealdah,21:03,23:13,130,75,Bangaon Line,Sealdah,DOWN
31190,Hasnabad - Sealdah Local,Hasnabad,Sealdah,21:27,23:37,130,75,Bangaon Line,Sealdah,DOWN
31192,Hasnabad - Sealdah Local,Hasnabad,Sealdah,21:52,23:59,127,75,Bangaon Line,Sealdah,DOWN
31194,Hasnabad - Sealdah Local,Hasnabad,Sealdah,22:15,00:24,129,75,Bangaon Line,Sealdah,DOWN
31196,Hasnabad - Sealdah Local,Hasnabad,Sealdah,22:42,00:48,126,75,Bangaon Line,Sealdah,DOWN
31198,Hasnabad - Sealdah Local,Hasnabad,Sealdah,23:09,01:21,132,75,Bangaon Line,Sealdah,DOWN
31200,Hasnabad - Sealdah Local,Hasnabad,Sealdah,23:33,01:39,126,75,Bangaon Line,Sealdah,DOWN
31102,Kakdwip - Sealdah Local,Kakdwip,Sealdah,03:00,05:20,140,95,South Line,Sealdah,DOWN
31104,Kakdwip - Sealdah Local,Kakdwip,Sealdah,03:35,05:51,136,95,South Line,Sealdah,DOWN
31106,Kakdwip - Sealdah Local,Kakdwip,Sealdah,04:09,06:28,139,95,South Line,Sealdah,DOWN
31108,Kakdwip - Sealdah Local,Kakdwip,Sealdah,04:44,07:00,136,95,South Line,Sealdah,DOWN
31110,Kakdwip - Sealdah Local,Kakdwip,Sealdah,05:21,07:44,143,95,South Line,Sealdah,DOWN
31112,Kakdwip - Sealdah Local,Kakdwip,Sealdah,05:56,08:20,144,95,South Line,Sealdah,DOWN
31114,Kakdwip - Sealdah Local,Kakdwip,Sealdah,06:29,08:53,144,95,South Line,Sealdah,DOWN
31116,Kakdwip - Sealdah Local,Kakdwip,Sealdah,07:03,09:22,139,95,South Line,Sealdah,DOWN
31118,Kakdwip - Sealdah Local,Kakdwip,Sealdah,07:39,09:59,140,95,South Line,Sealdah,DOWN
31120,Kakdwip - Sealdah Local,Kakdwip,Sealdah,08:16,10:38,142,95,South Line,Sealdah,DOWN
31122,Kakdwip - Sealdah Local,Kakdwip,Sealdah,08:49,11:11,142,95,South Line,Sealdah,DOWN
31124,Kakdwip - Sealdah Local,Kakdwip,Sealdah,09:25,11:49,144,95,South Line,Sealdah,DOWN
31126,Kakdwip - Sealdah Local,Kakdwip,Sealdah,10:00,12:16,136,95,South Line,Sealdah,DOWN
31128,Kakdwip - Sealdah Local,Kakdwip,Sealdah,10:33,12:52,139,95,South Line,Sealdah,DOWN
31130,Kakdwip - Sealdah Local,Kakdwip,Sealdah,11:08,13:31,143,95,South Line,Sealdah,DOWN
31132,Kakdwip - Sealdah Local,Kakdwip,Sealdah,11:45,14:06,141,95,South Line,Sealdah,DOWN
31134,Kakdwip - Sealdah Local,Kakdwip,Sealdah,12:19,14:43,144,95,South Line,Sealdah,DOWN
31136,Kakdwip - Sealdah Local,Kakdwip,Sealdah,12:56,15:15,139,95,South Line,Sealdah,DOWN
31138,Kakdwip - Sealdah Local,Kakdwip,Sealdah,13:33,15:53,140,95,South Line,Sealdah,DOWN
31140,Kakdwip - Sealdah Local,Kakdwip,Sealdah,14:07,16:25,138,95,South Line,Sealdah,DOWN
31142,Kakdwip - Sealdah Local,Kakdwip,Sealdah,14:43,17:01,138,95,South Line,Sealdah,DOWN
31144,Kakdwip - Sealdah Local,Kakdwip,Sealdah,15:16,17:40,144,95,South Line,Sealdah,DOWN
31146,Kakdwip - Sealdah Local,Kakdwip,Sealdah,15:50,18:12,142,95,South Line,Sealdah,DOWN
31148,Kakdwip - Sealdah Local,Kakdwip,Sealdah,16:23,18:45,142,95,South Line,Sealdah,DOWN
31150,Kakdwip - Sealdah Local,Kakdwip,Sealdah,16:56,19:20,144,95,South Line,Sealdah,DOWN
31152,Kakdwip - Sealdah Local,Kakdwip,Sealdah,17:31,19:49,138,95,South Line,Sealdah,DOWN
31154,Kakdwip - Sealdah Local,Kakdwip,Sealdah,18:06,20:26,140,95,South Line,Sealdah,DOWN
31156,Kakdwip - Sealdah Local,Kakdwip,Sealdah,18:40,21:01,141,95,South Line,Sealdah,DOWN
31158,Kakdwip - Sealdah Local,Kakdwip,Sealdah,19:13,21:31,138,95,South Line,Sealdah,DOWN
31160,Kakdwip - Sealdah Local,Kakdwip,Sealdah,19:49,22:07,138,95,South Line,Sealdah,DOWN
31162,Kakdwip - Sealdah Local,Kakdwip,Sealdah,20:22,22:38,136,95,South Line,Sealdah,DOWN
31164,Kakdwip - Sealdah Local,Kakdwip,Sealdah,20:57,23:17,140,95,South Line,Sealdah,DOWN
31166,Kakdwip - Sealdah Local,Kakdwip,Sealdah,21:34,23:58,144,95,South Line,Sealdah,DOWN
31168,Kakdwip - Sealdah Local,Kakdwip,Sealdah,22:10,00:27,137,95,South Line,Sealdah,DOWN
31170,Kakdwip - Sealdah Local,Kakdwip,Sealdah,22:45,01:09,144,95,South Line,Sealdah,DOWN
31172,Kakdwip - Sealdah Local,Kakdwip,Sealdah,23:20,01:38,138,95,South Line,Sealdah,DOWN
31174,Kakdwip - Sealdah Local,Kakdwip,Sealdah,23:54,02:11,137,95,South Line,Sealdah,DOWN
31102,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,03:00,04:23,83,53,Main Line,Sealdah,DOWN
31104,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,03:20,04:42,82,53,Main Line,Sealdah,DOWN
31106,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,03:42,05:07,85,53,Main Line,Sealdah,DOWN
31108,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,04:01,05:22,81,53,Main Line,Sealdah,DOWN
31110,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,04:19,05:46,87,53,Main Line,Sealdah,DOWN
31112,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,04:39,06:03,84,53,Main Line,Sealdah,DOWN
31114,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,05:00,06:24,84,53,Main Line,Sealdah,DOWN
31116,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,05:18,06:43,85,53,Main Line,Sealdah,DOWN
31118,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,05:36,06:58,82,53,Main Line,Sealdah,DOWN
31120,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,05:58,07:19,81,53,Main Line,Sealdah,DOWN
31122,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,06:20,07:49,89,53,Main Line,Sealdah,DOWN
31124,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,06:40,08:06,86,53,Main Line,Sealdah,DOWN
31126,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,07:01,08:30,89,53,Main Line,Sealdah,DOWN
31128,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,07:19,08:40,81,53,Main Line,Sealdah,DOWN
31130,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,07:39,09:07,88,53,Main Line,Sealdah,DOWN
31132,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,08:00,09:27,87,53,Main Line,Sealdah,DOWN
31134,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,08:18,09:46,88,53,Main Line,Sealdah,DOWN
31136,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,08:38,10:05,87,53,Main Line,Sealdah,DOWN
31138,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,08:57,10:26,89,53,Main Line,Sealdah,DOWN
31140,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,09:16,10:45,89,53,Main Line,Sealdah,DOWN
31142,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,09:36,11:04,88,53,Main Line,Sealdah,DOWN
31144,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,09:57,11:22,85,53,Main Line,Sealdah,DOWN
31146,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,10:18,11:42,84,53,Main Line,Sealdah,DOWN
31148,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,10:38,12:03,85,53,Main Line,Sealdah,DOWN
31150,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,10:56,12:20,84,53,Main Line,Sealdah,DOWN
31152,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,11:17,12:44,87,53,Main Line,Sealdah,DOWN
31154,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,11:38,12:59,81,53,Main Line,Sealdah,DOWN
31156,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,11:58,13:24,86,53,Main Line,Sealdah,DOWN
31158,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,12:19,13:47,88,53,Main Line,Sealdah,DOWN
31160,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,12:38,14:04,86,53,Main Line,Sealdah,DOWN
31162,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,12:57,14:23,86,53,Main Line,Sealdah,DOWN
31164,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,13:17,14:42,85,53,Main Line,Sealdah,DOWN
31166,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,13:37,14:58,81,53,Main Line,Sealdah,DOWN
31168,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,13:59,15:23,84,53,Main Line,Sealdah,DOWN
31170,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,14:21,15:45,84,53,Main Line,Sealdah,DOWN
31172,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,14:39,16:07,88,53,Main Line,Sealdah,DOWN
31174,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,15:00,16:24,84,53,Main Line,Sealdah,DOWN
31176,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,15:22,16:50,88,53,Main Line,Sealdah,DOWN
31178,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,15:43,17:04,81,53,Main Line,Sealdah,DOWN
31180,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,16:04,17:29,85,53,Main Line,Sealdah,DOWN
31182,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,16:22,17:49,87,53,Main Line,Sealdah,DOWN
31184,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,16:41,18:06,85,53,Main Line,Sealdah,DOWN
31186,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,17:00,18:26,86,53,Main Line,Sealdah,DOWN
31188,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,17:22,18:51,89,53,Main Line,Sealdah,DOWN
31190,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,17:43,19:09,86,53,Main Line,Sealdah,DOWN
31192,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,18:05,19:34,89,53,Main Line,Sealdah,DOWN
31194,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,18:26,19:52,86,53,Main Line,Sealdah,DOWN
31196,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,18:46,20:11,85,53,Main Line,Sealdah,DOWN
31198,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,19:07,20:32,85,53,Main Line,Sealdah,DOWN
31200,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,19:27,20:49,82,53,Main Line,Sealdah,DOWN
31202,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,19:46,21:12,86,53,Main Line,Sealdah,DOWN
31204,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,20:05,21:34,89,53,Main Line,Sealdah,DOWN
31206,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,20:23,21:47,84,53,Main Line,Sealdah,DOWN
31208,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,20:42,22:10,88,53,Main Line,Sealdah,DOWN
31210,Kalyani Simanta - Sealdah Local,Kalyani Simanta,Sealdah,21:01,22:30,89,53,Main Line,Sealdah,DOWN
